model_kind,architecture,condition,layer,probe_task_family,model_count,length_conditioned_r2_mean,length_conditioned_r2_sample_sd,pearson_r_mean,pearson_r_sample_sd,normalized_rmse_mean,normalized_rmse_sample_sd,exact_accuracy_mean,exact_accuracy_sample_sd,length_mode_baseline_accuracy_mean,length_mode_baseline_accuracy_sample_sd,exact_accuracy_minus_baseline_mean,exact_accuracy_minus_baseline_sample_sd
trained,transformer,algebra_a4,block_04,local,3,0.15991554612979544,0.004785072021473448,0.3981982194065241,0.00552119602083743,0.9315920022331737,0.0027139828937799352,0.3953501383463542,0.0013676279357654575,0.3752288818359375,0.0,0.020121256510416668,0.0013676279357654575
trained,transformer,algebra_a4,block_04,positional,3,0.4156224984884105,0.01421222710905515,0.6375776126107842,0.011333736735145882,0.7661509547226583,0.009182798232511313,0.4564208984375,0.003780455448673543,0.33001708984375,0.0,0.12640380859375,0.003780455448673543
trained,transformer,algebra_a4,embedding,all,3,-1.1564823173178713e-18,8.731250023068179e-18,1.0970315294951279e-05,0.0005284316865802092,1.0302822599035701,0.0,0.3819007873535156,0.0,0.4211578369140625,0.0,-0.039257049560546875,0.0
trained,transformer,algebra_a4,embedding,cycle,3,9.25185853854297e-18,8.012344526598183e-18,-0.0015781283905647314,0.0013878368147657387,1.0040621451047635,0.0,0.359466552734375,0.0,0.4817047119140625,0.0,-0.1222381591796875,0.0
trained,transformer,algebra_a4,embedding,global_run,3,0.0,0.0,-0.001624252683636311,0.0019214648846669303,1.0908257061107252,0.0,0.4667816162109375,0.0,0.4976806640625,0.0,-0.0308990478515625,0.0
trained,transformer,algebra_a4,embedding,local,3,4.625929269271485e-18,1.6024689053196365e-17,0.0027725191877277563,0.000739678380987134,1.0167965545539535,0.0,0.3724822998046875,0.0,0.3752288818359375,0.0,-0.00274658203125,0.0
trained,transformer,algebra_a4,embedding,positional,3,-1.850371707708594e-17,1.6024689053196365e-17,0.00047374314765309114,0.000763388274816886,1.0094446338448388,0.0,0.3288726806640625,0.0,0.33001708984375,0.0,-0.0011444091796875,0.0
trained,transformer,algebra_a4,final_norm,all,3,0.24896252092138882,0.0033676782743145037,0.46883503384783226,0.005400791435629639,0.8860420605602934,0.002204922319731094,0.45194753011067706,0.0026515475642656197,0.4211578369140625,0.0,0.030789693196614582,0.0026515475642656197
trained,transformer,algebra_a4,final_norm,cycle,3,0.08366366574066525,0.0034265501971735184,0.2670610950050836,0.009078049083484325,0.9607078979017144,0.0017454813829263956,0.399078369140625,0.0034802417895195086,0.4817047119140625,0.0,-0.0826263427734375,0.0034802417895195086
trained,transformer,algebra_a4,final_norm,global_run,3,0.3412712970582297,0.008353035269384522,0.576738663635287,0.007439118084298726,0.882686502063696,0.006402546870417584,0.5545705159505209,0.004309475730366956,0.4976806640625,0.0,0.056889851888020836,0.004309475730366956
trained,transformer,algebra_a4,final_norm,local,3,0.1578534354767341,0.010325482292223687,0.3957017661303959,0.012659917110295902,0.9327350359897243,0.005782328026651761,0.396209716796875,0.0014692082552569003,0.3752288818359375,0.0,0.0209808349609375,0.0014692082552569003
trained,transformer,algebra_a4,final_norm,positional,3,0.4130616854099262,0.007727089920847266,0.6358386106205624,0.006242336865421302,0.7680388062860389,0.004603563927145296,0.4579315185546875,0.0033422321568948054,0.33001708984375,0.0,0.1279144287109375,0.0033422321568948054
trained,transformer,encoding_e4,block_01,all,3,0.20903138049824524,0.021429413526018425,0.42315327089850735,0.021693728444350545,0.9100279354129711,0.013262196941509007,0.4397773742675781,0.006889635800120918,0.4211578369140625,0.0,0.018619537353515625,0.006889635800120918
trained,transformer,encoding_e4,block_01,cycle,3,0.06794933120157479,0.00804893722878651,0.23673151836827408,0.014501636491623723,0.969057326023611,0.004286239935677709,0.3908538818359375,0.004488600459753608,0.4817047119140625,0.0,-0.090850830078125,0.004488600459753608
trained,transformer,encoding_e4,block_01,global_run,3,0.30501963359708045,0.024823229855926072,0.5423504489339298,0.021937183012664754,0.9051458197987171,0.017002061000981946,0.5445658365885416,0.007538850745091574,0.4976806640625,0.0,0.046885172526041664,0.007538850745091574
trained,transformer,encoding_e4,block_01,local,3,0.10801567030570726,0.010786196413209544,0.3260506459813877,0.015373757084301784,0.9600462517003207,0.005841161561138984,0.3881581624348958,0.0034298123928551342,0.3752288818359375,0.0,0.012929280598958334,0.0034298123928551342
trained,transformer,encoding_e4,block_01,positional,3,0.3551408868886184,0.045156600480282826,0.5874804703104379,0.0398772598975167,0.805862344129236,0.027551700724967383,0.4355316162109375,0.012894922681574267,0.33001708984375,0.0,0.1055145263671875,0.012894922681574267
trained,transformer,encoding_e4,block_02,all,3,0.3458443136152521,0.04378682456812466,0.5539138727755981,0.037337598172197124,0.819572567344197,0.031181307038957985,0.47611236572265625,0.01371041521836233,0.4211578369140625,0.0,0.05495452880859375,0.01371041521836233
trained,transformer,encoding_e4,block_02,cycle,3,0.11707056088980927,0.013683663955064597,0.31072877359856493,0.01989034407014056,0.9421753081749807,0.007641994878425623,0.4083811442057292,0.0049487039081981725,0.4817047119140625,0.0,-0.07332356770833333,0.0049487039081981725
trained,transformer,encoding_e4,block_02,global_run,3,0.46855199073039655,0.04527282687276054,0.6788591104688154,0.03459224741214691,0.7890412376942374,0.034352313972872375,0.5807952880859375,0.009959314719012615,0.4976806640625,0.0,0.0831146240234375,0.009959314719012615
trained,transformer,encoding_e4,block_02,local,3,0.24419281902109294,0.04433569990194239,0.48973942719977637,0.04684641338987853,0.8826145947667353,0.025966335568733546,0.408966064453125,0.007313338781814522,0.3752288818359375,0.0,0.0337371826171875,0.007313338781814522
trained,transformer,encoding_e4,block_02,positional,3,0.5535618838197097,0.07237608436266638,0.7363281798352356,0.048550289204284766,0.6644591287408349,0.05707078620187336,0.5063069661458334,0.03281764111282171,0.33001708984375,0.0,0.17628987630208334,0.03281764111282171
trained,transformer,encoding_e4,block_03,all,3,0.36030518007635354,0.02826235439249225,0.5672820302130128,0.02383230142400735,0.8094411516466483,0.020278348220748324,0.48003514607747394,0.010508349495692078,0.4211578369140625,0.0,0.05887730916341146,0.010508349495692078
trained,transformer,encoding_e4,block_03,cycle,3,0.11816091922276954,0.01438632884451679,0.31563464859803997,0.019298236846335953,0.9416840531267158,0.008025613876647773,0.4082895914713542,0.007717755126480892,0.4817047119140625,0.0,-0.07341512044270833,0.007717755126480892
trained,transformer,encoding_e4,block_03,global_run,3,0.48775949484378983,0.026103533402561156,0.6932282108314175,0.01995501490276772,0.7737417741162066,0.01974949736158831,0.58587646484375,0.005266095277687392,0.4976806640625,0.0,0.08819580078125,0.005266095277687392
trained,transformer,encoding_e4,block_03,local,3,0.26857991246423896,0.02758813001279026,0.5148412088793354,0.026931073064612687,0.8682743121649295,0.016441115362009158,0.4137776692708333,0.005191629665227847,0.3752288818359375,0.0,0.038548787434895836,0.005191629665227847
trained,transformer,encoding_e4,block_03,positional,3,0.5667203937746158,0.04856527252059734,0.7454240525432584,0.032308657532826635,0.654064467178742,0.038946358731264244,0.5121968587239584,0.02406991794994968,0.33001708984375,0.0,0.18217976888020834,0.02406991794994968
trained,transformer,encoding_e4,block_04,all,3,0.3598758040923437,0.013048087434953318,0.5677521615518399,0.009961850671722249,0.809923394090302,0.010051098914265812,0.4810676574707031,0.005157656920191845,0.4211578369140625,0.0,0.059909820556640625,0.005157656920191845
trained,transformer,encoding_e4,block_04,cycle,3,0.11705212317602326,0.00545610591143789,0.3171632262533539,0.005747976398669125,0.9424673757914711,0.003091105210166313,0.4095306396484375,0.0030240517837485915,0.4817047119140625,0.0,-0.072174072265625,0.0030240517837485915
trained,transformer,encoding_e4,block_04,global_run,3,0.48653247529677746,0.01374410573015674,0.69186292044537,0.010903784211591891,0.7742148562336278,0.010578736855354483,0.5868886311848959,0.001434758980023618,0.4976806640625,0.0,0.08920796712239583,0.001434758980023618
trained,transformer,encoding_e4,block_04,local,3,0.2712752267084673,0.010267021732288245,0.517813167673618,0.010375932363107736,0.8667564096639166,0.006079887744946939,0.4157257080078125,0.0019978527783994214,0.3752288818359375,0.0,0.040496826171875,0.0019978527783994214
trained,transformer,encoding_e4,block_04,positional,3,0.5646433911881068,0.03252362042806758,0.7441693318350181,0.02119886625350854,0.6562549346721923,0.026407994005439705,0.5121256510416666,0.018529626167394866,0.33001708984375,0.0,0.18210856119791666,0.018529626167394866
trained,transformer,encoding_e4,embedding,all,3,1.1564823173178713e-18,5.299667758987085e-18,0.00046781881869022195,0.0002660267262138507,1.0302822599035701,0.0,0.3819007873535156,0.0,0.4211578369140625,0.0,-0.039257049560546875,0.0
trained,transformer,encoding_e4,embedding,cycle,3,2.312964634635743e-17,1.6024689053196365e-17,-0.0012490076723087205,0.0020269742852305327,1.0040621451047635,0.0,0.359466552734375,0.0,0.4817047119140625,0.0,-0.1222381591796875,0.0
trained,transformer,encoding_e4,embedding,global_run,3,0.0,0.0,-0.0012585293331185186,0.0013225458158099648,1.0908257061107252,0.0,0.4667816162109375,0.0,0.4976806640625,0.0,-0.0308990478515625,0.0
trained,transformer,encoding_e4,embedding,local,3,-9.25185853854297e-18,2.119867103594834e-17,0.0029546243364735486,0.0005170779027772702,1.0167965545539535,0.0,0.3724822998046875,0.0,0.3752288818359375,0.0,-0.00274658203125,0.0
trained,transformer,encoding_e4,embedding,positional,3,-9.25185853854297e-18,1.6024689053196365e-17,0.0014241879437145782,0.0011990210951269356,1.0094446338448388,0.0,0.3288726806640625,0.0,0.33001708984375,0.0,-0.0011444091796875,0.0
trained,transformer,encoding_e4,final_norm,all,3,0.35665084073509795,0.012760089390031006,0.5646212508854271,0.010215137984122744,0.8122006794734885,0.00969338324334643,0.4798266092936198,0.005419505288750568,0.4211578369140625,0.0,0.05866877237955729,0.005419505288750568
trained,transformer,encoding_e4,final_norm,cycle,3,0.11527145194892237,0.004935114281200999,0.31317848068855597,0.00650876303188063,0.9434187378776793,0.0027778515574875292,0.4092458089192708,0.003352676929543378,0.4817047119140625,0.0,-0.07245890299479167,0.003352676929543378
trained,transformer,encoding_e4,final_norm,global_run,3,0.4828084822989034,0.01247388743238132,0.6890478339007462,0.00986214824966545,0.7770210267778993,0.009432170188382076,0.5858866373697916,0.0013966029901525405,0.4976806640625,0.0,0.08820597330729167,0.0013966029901525405
trained,transformer,encoding_e4,final_norm,local,3,0.26847858896227694,0.008050651013501178,0.5152107170069709,0.008187414262951047,0.8684235068869067,0.004732661179590836,0.4147898356119792,0.0009003116575795692,0.3752288818359375,0.0,0.039560953776041664,0.0009003116575795692
trained,transformer,encoding_e4,final_norm,positional,3,0.5600448397302892,0.031843691716955606,0.7410479719454356,0.020895210152735603,0.6599394463514687,0.025651992981820096,0.5093841552734375,0.018929442660739516,0.33001708984375,0.0,0.1793670654296875,0.018929442660739516
trained,transformer,statistics_s4,block_01,all,3,0.29699776107168474,0.016196872276710073,0.5155237360483268,0.01397834909557369,0.8544878671456783,0.011575806769618835,0.4654426574707031,0.006531027984538884,0.4211578369140625,0.0,0.044284820556640625,0.006531027984538884
trained,transformer,statistics_s4,block_01,cycle,3,0.11423209162438912,0.011109858781798104,0.32081906278354505,0.018667793698299535,0.9443330388316705,0.0060015028348250074,0.4100189208984375,0.0029511855053792027,0.4817047119140625,0.0,-0.071685791015625,0.0029511855053792027
trained,transformer,statistics_s4,block_01,global_run,3,0.38829910579496246,0.02532181001241002,0.6128057855571826,0.01891585418031318,0.8486853856956276,0.019944421092343723,0.5670572916666666,0.011614979142414088,0.4976806640625,0.0,0.06937662760416667,0.011614979142414088
trained,transformer,statistics_s4,block_01,local,3,0.18584489731832918,0.02327562029327265,0.4279989240763305,0.02626549563705063,0.9166771947413693,0.013401410994827,0.4032338460286458,0.004277807251248482,0.3752288818359375,0.0,0.028004964192708332,0.004277807251248482
trained,transformer,statistics_s4,block_01,positional,3,0.4996149495490583,0.017506514955519022,0.7004711717762487,0.011613600299066043,0.7082558493140457,0.014012539495536488,0.4814605712890625,0.00910527884041045,0.33001708984375,0.0,0.1514434814453125,0.00910527884041045
trained,transformer,statistics_s4,block_02,all,3,0.43777922126417024,0.010394109422505947,0.6330310131710556,0.008136449812738138,0.7543472553772953,0.007739308966997222,0.5102615356445312,0.004699999626761565,0.4211578369140625,0.0,0.08910369873046875,0.004699999626761565
trained,transformer,statistics_s4,block_02,cycle,3,0.1592147571349299,0.010135383108276238,0.3747939761701307,0.01036680037689644,0.918741990697128,0.006026044310484104,0.4219919840494792,0.001964614768870668,0.4817047119140625,0.0,-0.059712727864583336,0.001964614768870668
trained,transformer,statistics_s4,block_02,global_run,3,0.565973477523879,0.01113493271652664,0.7484014618171756,0.008276542775816718,0.7120637987038453,0.008684249609541523,0.6196492513020834,0.0011976286465855716,0.4976806640625,0.0,0.12196858723958333,0.0011976286465855716
trained,transformer,statistics_s4,block_02,local,3,0.38410813635114166,0.0038015402672497596,0.6152360051178862,0.0028189302568619153,0.7948261431921312,0.0027326891518523765,0.4460398356119792,0.0018334267404631873,0.3752288818359375,0.0,0.07081095377604167,0.0018334267404631873
trained,transformer,statistics_s4,block_02,positional,3,0.6418205140467305,0.020336841557278582,0.7936926095790295,0.01309649907050729,0.5917570889160765,0.01744866080055314,0.5533650716145834,0.015186875316903185,0.33001708984375,0.0,0.22334798177083334,0.015186875316903185
trained,transformer,statistics_s4,block_03,all,3,0.4458314449973351,0.010594656645745002,0.640581342378464,0.007560088970549296,0.7484268135221952,0.008562615894548611,0.5132497151692709,0.0045433386078859725,0.4211578369140625,0.0,0.09209187825520833,0.0045433386078859725
trained,transformer,statistics_s4,block_03,cycle,3,0.16906728688718806,0.007798499539095812,0.3888923194667133,0.007618992488097623,0.9132409369566709,0.004655486395517306,0.4262186686197917,0.0013058825538062343,0.4817047119140625,0.0,-0.055486043294270836,0.0013058825538062343
trained,transformer,statistics_s4,block_03,global_run,3,0.5752183081153835,0.005940556588249282,0.7547098863327756,0.0045507967982681835,0.7039975805605891,0.004867300219896919,0.6222635904947916,0.0022499514360396727,0.4976806640625,0.0,0.12458292643229167,0.0022499514360396727
trained,transformer,statistics_s4,block_03,local,3,0.39081471646466825,0.005832140013485152,0.6210157299175812,0.004855466619373697,0.7905484289840415,0.0038503455626157277,0.4474843343098958,0.0011956829689551119,0.3752288818359375,0.0,0.07225545247395833,0.0011956829689551119
trained,transformer,statistics_s4,block_03,positional,3,0.6482254685221007,0.025036862198902145,0.797707433796786,0.015650101650158302,0.5859203075874794,0.02238265239340691,0.5570322672526041,0.01876688592564343,0.33001708984375,0.0,0.22701517740885416,0.01876688592564343
trained,transformer,statistics_s4,block_04,all,3,0.4432979995952114,0.016643572508758173,0.6406594150378997,0.013185555679336993,0.751642489510342,0.012688364638403504,0.5130081176757812,0.008298190673324622,0.4211578369140625,0.0,0.09185028076171875,0.008298190673324622
trained,transformer,statistics_s4,block_04,cycle,3,0.1873184517021533,0.01819398505812732,0.4094140564847835,0.019245348774488042,0.9026458564695137,0.010705088784270686,0.4350229899088542,0.007314394614066705,0.4817047119140625,0.0,-0.046681722005208336,0.007314394614066705
trained,transformer,statistics_s4,block_04,global_run,3,0.5639817195177734,0.011337921100154033,0.7478319620366776,0.0086490942946405,0.7144561618892119,0.008812586233134941,0.6183522542317709,0.001757103282412523,0.4976806640625,0.0,0.12067159016927083,0.001757103282412523
trained,transformer,statistics_s4,block_04,local,3,0.37761450888984033,0.00872213764175216,0.6100768531647955,0.007641138347218316,0.799126448345239,0.005605967094233592,0.4438273111979167,0.0015489236786956366,0.3752288818359375,0.0,0.06859842936197917,0.0015489236786956366
trained,transformer,statistics_s4,block_04,positional,3,0.6442773182710787,0.03141891749241369,0.7953147884653421,0.019547135976916725,0.5903414913374031,0.028138521344385315,0.5548299153645834,0.024865110149776885,0.33001708984375,0.0,0.22481282552083334,0.024865110149776885
trained,transformer,statistics_s4,embedding,all,3,-1.1564823173178713e-18,8.731250023068179e-18,-0.00021126253682102422,0.0005243118958674273,1.0302822599035701,0.0,0.3819007873535156,0.0,0.4211578369140625,0.0,-0.039257049560546875,0.0
trained,transformer,statistics_s4,embedding,cycle,3,1.850371707708594e-17,8.012344526598183e-18,-0.0026192830498592535,0.00034025321534987644,1.0040621451047635,0.0,0.359466552734375,0.0,0.4817047119140625,0.0,-0.1222381591796875,0.0
trained,transformer,statistics_s4,embedding,global_run,3,0.0,0.0,-0.002550853128523243,0.001684937162161461,1.0908257061107252,0.0,0.4667816162109375,0.0,0.4976806640625,0.0,-0.0308990478515625,0.0
trained,transformer,statistics_s4,embedding,local,3,-1.3877787807814457e-17,3.671717528720129e-17,0.003412232100558986,0.0005437075512315022,1.0167965545539535,0.0,0.3724822998046875,0.0,0.3752288818359375,0.0,-0.00274658203125,0.0
trained,transformer,statistics_s4,embedding,positional,3,-9.25185853854297e-18,1.6024689053196365e-17,0.0009128539305394137,0.0009670492004279073,1.0094446338448388,0.0,0.3288726806640625,0.0,0.33001708984375,0.0,-0.0011444091796875,0.0
trained,transformer,statistics_s4,final_norm,all,3,0.4314174623102864,0.016217885847828926,0.6318269060298639,0.012804051947069099,0.7609681267670632,0.012210350870505624,0.510016123453776,0.0074039159729592085,0.4211578369140625,0.0,0.08885828653971355,0.0074039159729592085
trained,transformer,statistics_s4,final_norm,cycle,3,0.1836594812682352,0.01747806689105809,0.4054017599622597,0.018150421094665123,0.9048007519607358,0.010293116686668003,0.434814453125,0.006893106237659727,0.4817047119140625,0.0,-0.0468902587890625,0.006893106237659727
trained,transformer,statistics_s4,final_norm,global_run,3,0.5466347955725462,0.013078716042879369,0.7359013212612847,0.009968974357124565,0.7291361356221708,0.010145060582244373,0.6140340169270834,0.00198049050318542,0.4976806640625,0.0,0.11635335286458333,0.00198049050318542
trained,transformer,statistics_s4,final_norm,local,3,0.36332118051526896,0.007519322677254846,0.5982186648546399,0.00672620241876351,0.8084590284758306,0.0047288793362714274,0.4413604736328125,0.0014920099811913618,0.3752288818359375,0.0,0.066131591796875,0.0014920099811913618
trained,transformer,statistics_s4,final_norm,positional,3,0.6320543918850952,0.03104836905575987,0.7877858780412709,0.019514215050215247,0.6014765910095158,0.027048412490450265,0.5498555501302084,0.023306631921598042,0.33001708984375,0.0,0.21983846028645834,0.023306631921598042
