architecture,condition,layer,probe_task_family,seed_count,length_conditioned_r2_delta_mean,length_conditioned_r2_delta_sample_sd,pearson_r_delta_mean,pearson_r_delta_sample_sd,normalized_rmse_delta_mean,normalized_rmse_delta_sample_sd,exact_accuracy_delta_mean,exact_accuracy_delta_sample_sd,length_mode_baseline_accuracy_delta_mean,length_mode_baseline_accuracy_delta_sample_sd,exact_accuracy_minus_baseline_delta_mean,exact_accuracy_minus_baseline_delta_sample_sd
mlp,statistics_s4,block_01,positional,3,0.2296344123575894,0.006933699248303699,0.39059764771542776,0.019455448297330532,-0.12547210687919266,0.0037618058651083005,0.049158732096354164,0.004157406356277421,0.0,0.0,0.049158732096354164,0.004157406356277421
mlp,statistics_s4,block_01,cycle,3,0.02760286090711093,0.003143558736427296,0.1153807631609834,0.005402582047899737,-0.014040510176320168,0.0016357046885314241,0.0095977783203125,0.0016678212433389797,0.0,0.0,0.0095977783203125,0.0016678212433389797
mlp,statistics_s4,block_01,global_run,3,0.18913300483755732,0.007172990180585736,0.3810193454635386,0.01298512958133153,-0.11003274795548974,0.004354433505567069,0.028106689453125,0.007053242172050479,0.0,0.0,0.028106689453125,0.007053242172050479
mlp,statistics_s4,block_01,all,3,0.13359245310693665,0.005193380249786159,0.2921142662963403,0.010497261538125208,-0.073901965279153,0.0029319166084636585,0.023619333902994793,0.0029655004441793303,0.0,0.0,0.023619333902994793,0.0029655004441793303
mlp,statistics_s4,final_norm,local,3,0.08529146123441556,0.003858759051089374,0.2778111086777029,0.006715374268406613,-0.04472355516634056,0.0020651869769475364,0.005167643229166667,0.001955289436122205,0.0,0.0,0.005167643229166667,0.001955289436122205
mlp,statistics_s4,final_norm,positional,3,0.21497431591981223,0.007119807441741696,0.37572498380554115,0.011073415581830398,-0.11678797233650955,0.004163964686392148,0.039988199869791664,0.0024002581229496758,0.0,0.0,0.039988199869791664,0.0024002581229496758
mlp,statistics_s4,final_norm,cycle,3,0.024224056516830947,0.0019220678550021728,0.09944251905912622,0.00396310062382695,-0.01230946277271816,0.0010067565456142046,0.004740397135416667,0.002326769377582215,0.0,0.0,0.004740397135416667,0.002326769377582215
mlp,statistics_s4,final_norm,global_run,3,0.18652184160166563,0.005733971744429511,0.3774093402558873,0.005279277388630658,-0.10889196676419637,0.003737432167810564,0.020940144856770832,0.005013210842115115,0.0,0.0,0.020940144856770832,0.005013210842115115
mlp,statistics_s4,final_norm,all,3,0.1277529188181811,0.004527316150601875,0.2825969879495644,0.00476433288515908,-0.07067823925994117,0.0026890205862022203,0.017709096272786457,0.001561629778207456,0.0,0.0,0.017709096272786457,0.001561629778207456
mlp,algebra_a4,embedding,local,3,4.625929269271485e-18,3.4925000092272717e-17,-0.0002788749043834986,0.0008309227443279246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,algebra_a4,embedding,positional,3,-1.850371707708594e-17,4.239734207189668e-17,4.054401109138533e-06,0.00040807816606904993,7.401486830834377e-17,1.2819751242557092e-16,0.0,0.0,0.0,0.0,0.0,0.0
mlp,algebra_a4,embedding,cycle,3,1.3877787807814457e-17,1.3877787807814457e-17,2.3540587581954438e-05,0.00012953684010069797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,algebra_a4,embedding,global_run,3,-9.25185853854297e-18,1.6024689053196365e-17,-0.0005009917234401954,0.0030984940167142015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlp,algebra_a4,embedding,all,3,-2.3129646346357427e-18,8.731250023068179e-18,-0.00018806790978315036,0.0010415424528270884,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0
mlp,algebra_a4,block_01,local,3,0.0933341056113632,0.004189747554917721,0.2885447880384523,0.0024094917475793857,-0.04917475147053355,0.002274398145868748,0.00014241536458333334,0.0014602536234492587,0.0,0.0,0.00014241536458333334,0.0014602536234492587
mlp,algebra_a4,block_01,positional,3,0.18550496474178937,0.024969266580084425,0.34208678961321276,0.028778537846324524,-0.10049476108345738,0.013777716065839241,0.023015340169270832,0.005307653766823044,0.0,0.0,0.023015340169270832,0.005307653766823044
mlp,algebra_a4,block_01,cycle,3,0.012191602144882865,0.0008458603325835224,0.06204778907039976,0.001721731911634522,-0.006146200216436378,0.0004356719714275881,-0.0004374186197916667,0.001557019676156548,0.0,0.0,-0.0004374186197916667,0.001557019676156548
mlp,algebra_a4,block_01,global_run,3,0.20825292607926893,0.012456832171069682,0.39957167173698904,0.010556146624315931,-0.12201719082901323,0.008003672781074889,0.007807413736979167,0.0006376518752691061,0.0,0.0,0.007807413736979167,0.0006376518752691061
mlp,algebra_a4,block_01,all,3,0.12482089964432612,0.01029136052949907,0.27306275961476345,0.009426223923553332,-0.06945822589986021,0.005944860626415978,0.007631937662760417,0.0021826947512772906,0.0,0.0,0.007631937662760417,0.0021826947512772906
mlp,algebra_a4,final_norm,local,3,0.10045076613649401,0.00231642294739995,0.30175073616838327,0.003060387476300639,-0.05306990329862763,0.0012298687810357043,-0.0010477701822916667,0.0019976973851016265,0.0,0.0,-0.0010477701822916667,0.0019976973851016265
mlp,algebra_a4,final_norm,positional,3,0.18885941510361873,0.02343273967101813,0.34574067144281084,0.028065032612086625,-0.10241741246895204,0.012835603539500104,0.021657307942708332,0.0031477640447702916,0.0,0.0,0.021657307942708332,0.0031477640447702916
mlp,algebra_a4,final_norm,cycle,3,0.01345919191989832,0.0006525582870934544,0.0637298718398404,0.004107933673534746,-0.0067929067357520205,0.00033794154540085124,0.0003407796223958333,0.0005782926720109015,0.0,0.0,0.0003407796223958333,0.0005782926720109015
mlp,algebra_a4,final_norm,global_run,3,0.2144321978177585,0.009071311674778345,0.4071676874590366,0.006642654276258064,-0.12583931660052913,0.006027751720134507,0.009521484375,0.0012402870887907834,0.0,0.0,0.009521484375,0.0012402870887907834
mlp,algebra_a4,final_norm,all,3,0.12930039274444238,0.008751247853302146,0.27959724172751776,0.009469579846882684,-0.07202988477596521,0.005032485424776055,0.007617950439453125,0.0015147806920884994,0.0,0.0,0.007617950439453125,0.0015147806920884994
