comparison,architecture,condition_a,seed_a,run_id_a,layer,condition_b,seed_b,run_id_b,probe_examples,linear_cka
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_01,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.618739099029968
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_02,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.43456118826209905
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_03,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.3326572762786053
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,block_04,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.3207839127913243
disjoint_condition_cross_seed,transformer,statistics_s4,314159,category-statistics-s4-transformer-seed314159,final_norm,algebra_a4,42,category-algebra-a4-transformer-seed42,4096,0.3573319440079918
random_cross_seed,mlp,random_init,17,random-mlp-seed17,embedding,random_init,42,random-mlp-seed42,4096,0.8885908768201923
random_cross_seed,mlp,random_init,17,random-mlp-seed17,block_01,random_init,42,random-mlp-seed42,4096,0.7602938128994122
random_cross_seed,mlp,random_init,17,random-mlp-seed17,final_norm,random_init,42,random-mlp-seed42,4096,0.7578396868051974
random_cross_seed,mlp,random_init,17,random-mlp-seed17,embedding,random_init,314159,random-mlp-seed314159,4096,0.8966024444292292
random_cross_seed,mlp,random_init,17,random-mlp-seed17,block_01,random_init,314159,random-mlp-seed314159,4096,0.7454222363687312
random_cross_seed,mlp,random_init,17,random-mlp-seed17,final_norm,random_init,314159,random-mlp-seed314159,4096,0.7430417830161588
random_cross_seed,mlp,random_init,42,random-mlp-seed42,embedding,random_init,314159,random-mlp-seed314159,4096,0.8991197255576547
random_cross_seed,mlp,random_init,42,random-mlp-seed42,block_01,random_init,314159,random-mlp-seed314159,4096,0.7783715938518105
random_cross_seed,mlp,random_init,42,random-mlp-seed42,final_norm,random_init,314159,random-mlp-seed314159,4096,0.7755890535466354
random_cross_seed,transformer,random_init,17,random-transformer-seed17,embedding,random_init,42,random-transformer-seed42,4096,0.9055860199950057
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_01,random_init,42,random-transformer-seed42,4096,0.8443839853311075
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_02,random_init,42,random-transformer-seed42,4096,0.8812584730930366
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_03,random_init,42,random-transformer-seed42,4096,0.8983204770662578
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_04,random_init,42,random-transformer-seed42,4096,0.8894343197718105
random_cross_seed,transformer,random_init,17,random-transformer-seed17,final_norm,random_init,42,random-transformer-seed42,4096,0.8877406438539005
random_cross_seed,transformer,random_init,17,random-transformer-seed17,embedding,random_init,314159,random-transformer-seed314159,4096,0.8934002010003818
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_01,random_init,314159,random-transformer-seed314159,4096,0.8436859711574538
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_02,random_init,314159,random-transformer-seed314159,4096,0.8521039443249874
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_03,random_init,314159,random-transformer-seed314159,4096,0.8791761500738161
random_cross_seed,transformer,random_init,17,random-transformer-seed17,block_04,random_init,314159,random-transformer-seed314159,4096,0.8841367287533658
random_cross_seed,transformer,random_init,17,random-transformer-seed17,final_norm,random_init,314159,random-transformer-seed314159,4096,0.8806564435888229
random_cross_seed,transformer,random_init,42,random-transformer-seed42,embedding,random_init,314159,random-transformer-seed314159,4096,0.8906762866438797
random_cross_seed,transformer,random_init,42,random-transformer-seed42,block_01,random_init,314159,random-transformer-seed314159,4096,0.8398038383761003
random_cross_seed,transformer,random_init,42,random-transformer-seed42,block_02,random_init,314159,random-transformer-seed314159,4096,0.8557243209264714
random_cross_seed,transformer,random_init,42,random-transformer-seed42,block_03,random_init,314159,random-transformer-seed314159,4096,0.8743786656270645
random_cross_seed,transformer,random_init,42,random-transformer-seed42,block_04,random_init,314159,random-transformer-seed314159,4096,0.8805407229746695
random_cross_seed,transformer,random_init,42,random-transformer-seed42,final_norm,random_init,314159,random-transformer-seed314159,4096,0.881645243287608
