comparison,task_a,task_b,seed_a,seed_b,same_seed,layer,linear_cka
no_direct_relation,fixed_points,components,42,42,True,embedding,0.6893860376366036
no_direct_relation,fixed_points,components,42,42,True,block_01,0.023858893145813718
no_direct_relation,fixed_points,components,42,42,True,block_02,0.14767546658204536
no_direct_relation,fixed_points,components,42,42,True,block_03,0.12995760151804642
no_direct_relation,fixed_points,components,42,42,True,block_04,0.09376627868432869
no_direct_relation,fixed_points,components,42,42,True,final_norm,0.10190638380342118
no_direct_relation,fixed_points,components,42,101,False,embedding,0.7130233237624993
no_direct_relation,fixed_points,components,42,101,False,block_01,0.019266174086478877
no_direct_relation,fixed_points,components,42,101,False,block_02,0.1407978033458846
no_direct_relation,fixed_points,components,42,101,False,block_03,0.1391027740054323
no_direct_relation,fixed_points,components,42,101,False,block_04,0.09183972302051528
no_direct_relation,fixed_points,components,42,101,False,final_norm,0.10103787157909482
no_direct_relation,fixed_points,components,101,17,False,embedding,0.7971468913852571
no_direct_relation,fixed_points,components,101,17,False,block_01,0.05474346788362144
no_direct_relation,fixed_points,components,101,17,False,block_02,0.04870664808567237
no_direct_relation,fixed_points,components,101,17,False,block_03,0.04540372940510748
no_direct_relation,fixed_points,components,101,17,False,block_04,0.050501468044375004
no_direct_relation,fixed_points,components,101,17,False,final_norm,0.05175068292320122
no_direct_relation,fixed_points,components,101,42,False,embedding,0.7806664154990207
no_direct_relation,fixed_points,components,101,42,False,block_01,0.07639226359761458
no_direct_relation,fixed_points,components,101,42,False,block_02,0.06382859541567432
no_direct_relation,fixed_points,components,101,42,False,block_03,0.06561090690696177
no_direct_relation,fixed_points,components,101,42,False,block_04,0.054196144361757674
no_direct_relation,fixed_points,components,101,42,False,final_norm,0.04706357202070386
no_direct_relation,fixed_points,components,101,101,True,embedding,0.8136569332803867
no_direct_relation,fixed_points,components,101,101,True,block_01,0.0302780844433275
no_direct_relation,fixed_points,components,101,101,True,block_02,0.06380536992718842
no_direct_relation,fixed_points,components,101,101,True,block_03,0.06074670091615713
no_direct_relation,fixed_points,components,101,101,True,block_04,0.06534710920430367
no_direct_relation,fixed_points,components,101,101,True,final_norm,0.05096007649369063
no_direct_relation,anti_fixed_points,exceedances,17,17,True,embedding,0.5303714156222626
no_direct_relation,anti_fixed_points,exceedances,17,17,True,block_01,0.31577186416005726
no_direct_relation,anti_fixed_points,exceedances,17,17,True,block_02,0.206260032944543
no_direct_relation,anti_fixed_points,exceedances,17,17,True,block_03,0.20541543941903773
no_direct_relation,anti_fixed_points,exceedances,17,17,True,block_04,0.0825354326499968
no_direct_relation,anti_fixed_points,exceedances,17,17,True,final_norm,0.09005588855906298
no_direct_relation,anti_fixed_points,exceedances,17,42,False,embedding,0.5447272237236397
no_direct_relation,anti_fixed_points,exceedances,17,42,False,block_01,0.2006490243314946
no_direct_relation,anti_fixed_points,exceedances,17,42,False,block_02,0.1541071390871835
no_direct_relation,anti_fixed_points,exceedances,17,42,False,block_03,0.15511753025515454
no_direct_relation,anti_fixed_points,exceedances,17,42,False,block_04,0.08733977839353205
no_direct_relation,anti_fixed_points,exceedances,17,42,False,final_norm,0.0966089525934182
no_direct_relation,anti_fixed_points,exceedances,17,101,False,embedding,0.5333213806521526
no_direct_relation,anti_fixed_points,exceedances,17,101,False,block_01,0.23416857963456691
no_direct_relation,anti_fixed_points,exceedances,17,101,False,block_02,0.1730513579157654
no_direct_relation,anti_fixed_points,exceedances,17,101,False,block_03,0.1817781633989925
no_direct_relation,anti_fixed_points,exceedances,17,101,False,block_04,0.09791826630427924
no_direct_relation,anti_fixed_points,exceedances,17,101,False,final_norm,0.09672902281815902
no_direct_relation,anti_fixed_points,exceedances,42,17,False,embedding,0.5237917380759766
no_direct_relation,anti_fixed_points,exceedances,42,17,False,block_01,0.2980147848979833
no_direct_relation,anti_fixed_points,exceedances,42,17,False,block_02,0.20244996321149125
no_direct_relation,anti_fixed_points,exceedances,42,17,False,block_03,0.12886346876549018
no_direct_relation,anti_fixed_points,exceedances,42,17,False,block_04,0.04005622461662655
no_direct_relation,anti_fixed_points,exceedances,42,17,False,final_norm,0.042928691250120325
no_direct_relation,anti_fixed_points,exceedances,42,42,True,embedding,0.5473293176350403
no_direct_relation,anti_fixed_points,exceedances,42,42,True,block_01,0.19950134746792447
no_direct_relation,anti_fixed_points,exceedances,42,42,True,block_02,0.14840883877295538
no_direct_relation,anti_fixed_points,exceedances,42,42,True,block_03,0.10010233481914753
no_direct_relation,anti_fixed_points,exceedances,42,42,True,block_04,0.04252835734038133
no_direct_relation,anti_fixed_points,exceedances,42,42,True,final_norm,0.04580166360423251
no_direct_relation,anti_fixed_points,exceedances,42,101,False,embedding,0.5233782939350493
no_direct_relation,anti_fixed_points,exceedances,42,101,False,block_01,0.26342782816908417
no_direct_relation,anti_fixed_points,exceedances,42,101,False,block_02,0.1663098153565006
no_direct_relation,anti_fixed_points,exceedances,42,101,False,block_03,0.1156015923551867
no_direct_relation,anti_fixed_points,exceedances,42,101,False,block_04,0.05193228039254131
no_direct_relation,anti_fixed_points,exceedances,42,101,False,final_norm,0.050746022843371576
no_direct_relation,anti_fixed_points,exceedances,101,17,False,embedding,0.5554266912583875
no_direct_relation,anti_fixed_points,exceedances,101,17,False,block_01,0.29969508464074635
no_direct_relation,anti_fixed_points,exceedances,101,17,False,block_02,0.301966356218648
no_direct_relation,anti_fixed_points,exceedances,101,17,False,block_03,0.21096212898351005
no_direct_relation,anti_fixed_points,exceedances,101,17,False,block_04,0.07066276455634328
no_direct_relation,anti_fixed_points,exceedances,101,17,False,final_norm,0.059694579827283066
no_direct_relation,anti_fixed_points,exceedances,101,42,False,embedding,0.5774914801244541
no_direct_relation,anti_fixed_points,exceedances,101,42,False,block_01,0.19073862826582605
no_direct_relation,anti_fixed_points,exceedances,101,42,False,block_02,0.22103362124311063
no_direct_relation,anti_fixed_points,exceedances,101,42,False,block_03,0.1693992838388517
no_direct_relation,anti_fixed_points,exceedances,101,42,False,block_04,0.08847382329577919
no_direct_relation,anti_fixed_points,exceedances,101,42,False,final_norm,0.06980817139942767
no_direct_relation,anti_fixed_points,exceedances,101,101,True,embedding,0.58672236356742
no_direct_relation,anti_fixed_points,exceedances,101,101,True,block_01,0.20623626771463419
no_direct_relation,anti_fixed_points,exceedances,101,101,True,block_02,0.2405368995504357
no_direct_relation,anti_fixed_points,exceedances,101,101,True,block_03,0.19411075117506277
no_direct_relation,anti_fixed_points,exceedances,101,101,True,block_04,0.09822338474591183
no_direct_relation,anti_fixed_points,exceedances,101,101,True,final_norm,0.07579900539985171
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,embedding,0.5789469116414965
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,block_01,0.28754774167401564
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,block_02,0.17397446137094463
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,block_03,0.16653500516455838
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,block_04,0.10273304183453284
no_direct_relation,anti_fixed_points,deficiencies,17,17,True,final_norm,0.0919678920901813
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,embedding,0.5800750445123978
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,block_01,0.2298923529773635
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,block_02,0.1938947323514431
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,block_03,0.16953229680980578
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,block_04,0.08300298473469353
no_direct_relation,anti_fixed_points,deficiencies,17,42,False,final_norm,0.07107249337504712
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,embedding,0.5450310658089677
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,block_01,0.33536147610231304
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,block_02,0.22114096115077458
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,block_03,0.22682316186520224
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,block_04,0.09998430781381376
no_direct_relation,anti_fixed_points,deficiencies,17,101,False,final_norm,0.09507222298286942
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,embedding,0.5782600192876227
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,block_01,0.26401315773219536
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,block_02,0.16669678861154216
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,block_03,0.10483457495009063
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,block_04,0.05374869772857087
no_direct_relation,anti_fixed_points,deficiencies,42,17,False,final_norm,0.050677150079332135
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,embedding,0.589906473954992
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,block_01,0.2159608132177839
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,block_02,0.19345736539277103
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,block_03,0.11053075893077575
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,block_04,0.043925272336776004
no_direct_relation,anti_fixed_points,deficiencies,42,42,True,final_norm,0.039236848993588716
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,embedding,0.5310344772007689
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,block_01,0.34538287697890596
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,block_02,0.22368356439356246
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,block_03,0.1478554942701247
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,block_04,0.05090245502217546
no_direct_relation,anti_fixed_points,deficiencies,42,101,False,final_norm,0.04958063242400422
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,embedding,0.6063184141135411
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,block_01,0.2807201304992136
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,block_02,0.2585090263044382
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,block_03,0.21188884190862478
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,block_04,0.11149426921290118
no_direct_relation,anti_fixed_points,deficiencies,101,17,False,final_norm,0.07767421013385094
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,embedding,0.6039801125808998
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,block_01,0.2288419436817929
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,block_02,0.2904348608106064
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,block_03,0.203125178148471
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,block_04,0.0786779832236943
no_direct_relation,anti_fixed_points,deficiencies,101,42,False,final_norm,0.057983342679884545
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,embedding,0.5852953135644849
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,block_01,0.3193027690340991
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,block_02,0.3502085654654665
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,block_03,0.27425797282481384
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,block_04,0.1071656277386227
no_direct_relation,anti_fixed_points,deficiencies,101,101,True,final_norm,0.07733589652069096
no_direct_relation,anti_fixed_points,lis_length,17,17,True,embedding,0.6437452423248472
no_direct_relation,anti_fixed_points,lis_length,17,17,True,block_01,0.27480339570053697
no_direct_relation,anti_fixed_points,lis_length,17,17,True,block_02,0.15929011240288285
no_direct_relation,anti_fixed_points,lis_length,17,17,True,block_03,0.27444336715572487
no_direct_relation,anti_fixed_points,lis_length,17,17,True,block_04,0.20035455939620583
no_direct_relation,anti_fixed_points,lis_length,17,17,True,final_norm,0.18907412457917894
no_direct_relation,anti_fixed_points,lis_length,17,42,False,embedding,0.6233961401009158
no_direct_relation,anti_fixed_points,lis_length,17,42,False,block_01,0.15628633836852948
no_direct_relation,anti_fixed_points,lis_length,17,42,False,block_02,0.13015674971966798
no_direct_relation,anti_fixed_points,lis_length,17,42,False,block_03,0.26502467445984196
no_direct_relation,anti_fixed_points,lis_length,17,42,False,block_04,0.17954417151072302
no_direct_relation,anti_fixed_points,lis_length,17,42,False,final_norm,0.1851633481095769
no_direct_relation,anti_fixed_points,lis_length,17,101,False,embedding,0.6256748239859266
no_direct_relation,anti_fixed_points,lis_length,17,101,False,block_01,0.2618467501923826
no_direct_relation,anti_fixed_points,lis_length,17,101,False,block_02,0.14894475792643905
no_direct_relation,anti_fixed_points,lis_length,17,101,False,block_03,0.29106805032453337
no_direct_relation,anti_fixed_points,lis_length,17,101,False,block_04,0.1432569554485129
no_direct_relation,anti_fixed_points,lis_length,17,101,False,final_norm,0.13245860853876995
no_direct_relation,anti_fixed_points,lis_length,42,17,False,embedding,0.6422680922567915
no_direct_relation,anti_fixed_points,lis_length,42,17,False,block_01,0.3234998774980359
no_direct_relation,anti_fixed_points,lis_length,42,17,False,block_02,0.15433059644839128
no_direct_relation,anti_fixed_points,lis_length,42,17,False,block_03,0.19271836349727559
no_direct_relation,anti_fixed_points,lis_length,42,17,False,block_04,0.10945882536730088
no_direct_relation,anti_fixed_points,lis_length,42,17,False,final_norm,0.11059284938323972
no_direct_relation,anti_fixed_points,lis_length,42,42,True,embedding,0.6466774969139016
no_direct_relation,anti_fixed_points,lis_length,42,42,True,block_01,0.20490628192670027
no_direct_relation,anti_fixed_points,lis_length,42,42,True,block_02,0.13441629847594486
no_direct_relation,anti_fixed_points,lis_length,42,42,True,block_03,0.18974655446966016
no_direct_relation,anti_fixed_points,lis_length,42,42,True,block_04,0.10628584126906135
no_direct_relation,anti_fixed_points,lis_length,42,42,True,final_norm,0.10959405041369784
no_direct_relation,anti_fixed_points,lis_length,42,101,False,embedding,0.6409563907598692
no_direct_relation,anti_fixed_points,lis_length,42,101,False,block_01,0.29811535767192454
no_direct_relation,anti_fixed_points,lis_length,42,101,False,block_02,0.1318487805991732
no_direct_relation,anti_fixed_points,lis_length,42,101,False,block_03,0.20103730463387978
no_direct_relation,anti_fixed_points,lis_length,42,101,False,block_04,0.08031612042550108
no_direct_relation,anti_fixed_points,lis_length,42,101,False,final_norm,0.07421089911857504
no_direct_relation,anti_fixed_points,lis_length,101,17,False,embedding,0.670458897683235
no_direct_relation,anti_fixed_points,lis_length,101,17,False,block_01,0.2157341670150391
no_direct_relation,anti_fixed_points,lis_length,101,17,False,block_02,0.16925705254629297
no_direct_relation,anti_fixed_points,lis_length,101,17,False,block_03,0.2662502723793258
no_direct_relation,anti_fixed_points,lis_length,101,17,False,block_04,0.18631652709865928
no_direct_relation,anti_fixed_points,lis_length,101,17,False,final_norm,0.147885148200777
no_direct_relation,anti_fixed_points,lis_length,101,42,False,embedding,0.666700414767034
no_direct_relation,anti_fixed_points,lis_length,101,42,False,block_01,0.144084137832338
no_direct_relation,anti_fixed_points,lis_length,101,42,False,block_02,0.12250338632125124
no_direct_relation,anti_fixed_points,lis_length,101,42,False,block_03,0.2530557381912607
no_direct_relation,anti_fixed_points,lis_length,101,42,False,block_04,0.15211004806633383
no_direct_relation,anti_fixed_points,lis_length,101,42,False,final_norm,0.13490889411770815
no_direct_relation,anti_fixed_points,lis_length,101,101,True,embedding,0.6828521377460711
no_direct_relation,anti_fixed_points,lis_length,101,101,True,block_01,0.21424845796429484
no_direct_relation,anti_fixed_points,lis_length,101,101,True,block_02,0.12988767753780622
no_direct_relation,anti_fixed_points,lis_length,101,101,True,block_03,0.31122671538681457
no_direct_relation,anti_fixed_points,lis_length,101,101,True,block_04,0.138376103417219
no_direct_relation,anti_fixed_points,lis_length,101,101,True,final_norm,0.10516909629863284
no_direct_relation,anti_fixed_points,lds_length,17,17,True,embedding,0.6802495269700045
no_direct_relation,anti_fixed_points,lds_length,17,17,True,block_01,0.4025914962424629
no_direct_relation,anti_fixed_points,lds_length,17,17,True,block_02,0.25955039957177234
no_direct_relation,anti_fixed_points,lds_length,17,17,True,block_03,0.27358055692462246
no_direct_relation,anti_fixed_points,lds_length,17,17,True,block_04,0.0954096045761266
no_direct_relation,anti_fixed_points,lds_length,17,17,True,final_norm,0.08577970730646593
no_direct_relation,anti_fixed_points,lds_length,17,42,False,embedding,0.6208344932832939
no_direct_relation,anti_fixed_points,lds_length,17,42,False,block_01,0.42941026786119846
no_direct_relation,anti_fixed_points,lds_length,17,42,False,block_02,0.2874022248345468
no_direct_relation,anti_fixed_points,lds_length,17,42,False,block_03,0.3426686156181414
no_direct_relation,anti_fixed_points,lds_length,17,42,False,block_04,0.11107485551555375
no_direct_relation,anti_fixed_points,lds_length,17,42,False,final_norm,0.1011079874010733
no_direct_relation,anti_fixed_points,lds_length,17,101,False,embedding,0.6512214701228186
no_direct_relation,anti_fixed_points,lds_length,17,101,False,block_01,0.4143740919404592
no_direct_relation,anti_fixed_points,lds_length,17,101,False,block_02,0.27190365308011705
no_direct_relation,anti_fixed_points,lds_length,17,101,False,block_03,0.3330907602414088
no_direct_relation,anti_fixed_points,lds_length,17,101,False,block_04,0.10422084380504361
no_direct_relation,anti_fixed_points,lds_length,17,101,False,final_norm,0.10126602282514711
no_direct_relation,anti_fixed_points,lds_length,42,17,False,embedding,0.6792741654033907
no_direct_relation,anti_fixed_points,lds_length,42,17,False,block_01,0.3891074897910937
no_direct_relation,anti_fixed_points,lds_length,42,17,False,block_02,0.25204925681168644
no_direct_relation,anti_fixed_points,lds_length,42,17,False,block_03,0.18296563535661187
no_direct_relation,anti_fixed_points,lds_length,42,17,False,block_04,0.0463078717739828
no_direct_relation,anti_fixed_points,lds_length,42,17,False,final_norm,0.04281154447787027
no_direct_relation,anti_fixed_points,lds_length,42,42,True,embedding,0.6573346851811093
no_direct_relation,anti_fixed_points,lds_length,42,42,True,block_01,0.3645003649464781
no_direct_relation,anti_fixed_points,lds_length,42,42,True,block_02,0.3000126893480577
no_direct_relation,anti_fixed_points,lds_length,42,42,True,block_03,0.23207941211866945
no_direct_relation,anti_fixed_points,lds_length,42,42,True,block_04,0.05553399454535568
no_direct_relation,anti_fixed_points,lds_length,42,42,True,final_norm,0.05234955379341781
no_direct_relation,anti_fixed_points,lds_length,42,101,False,embedding,0.6688648817431755
no_direct_relation,anti_fixed_points,lds_length,42,101,False,block_01,0.36758799194632247
no_direct_relation,anti_fixed_points,lds_length,42,101,False,block_02,0.28362304243514846
no_direct_relation,anti_fixed_points,lds_length,42,101,False,block_03,0.22795430594631041
no_direct_relation,anti_fixed_points,lds_length,42,101,False,block_04,0.05290737350861542
no_direct_relation,anti_fixed_points,lds_length,42,101,False,final_norm,0.05228912867889954
no_direct_relation,anti_fixed_points,lds_length,101,17,False,embedding,0.7022878911079664
no_direct_relation,anti_fixed_points,lds_length,101,17,False,block_01,0.37973941815267354
no_direct_relation,anti_fixed_points,lds_length,101,17,False,block_02,0.434471628444375
no_direct_relation,anti_fixed_points,lds_length,101,17,False,block_03,0.30710387474806444
no_direct_relation,anti_fixed_points,lds_length,101,17,False,block_04,0.09736572944336586
no_direct_relation,anti_fixed_points,lds_length,101,17,False,final_norm,0.06434358092794734
no_direct_relation,anti_fixed_points,lds_length,101,42,False,embedding,0.6749521193412326
no_direct_relation,anti_fixed_points,lds_length,101,42,False,block_01,0.42976278664713374
no_direct_relation,anti_fixed_points,lds_length,101,42,False,block_02,0.4731251891648261
no_direct_relation,anti_fixed_points,lds_length,101,42,False,block_03,0.3901755114961239
no_direct_relation,anti_fixed_points,lds_length,101,42,False,block_04,0.11432973346125883
no_direct_relation,anti_fixed_points,lds_length,101,42,False,final_norm,0.07874953643277273
no_direct_relation,anti_fixed_points,lds_length,101,101,True,embedding,0.6959142860755728
no_direct_relation,anti_fixed_points,lds_length,101,101,True,block_01,0.41471912253183313
no_direct_relation,anti_fixed_points,lds_length,101,101,True,block_02,0.42647916386121665
no_direct_relation,anti_fixed_points,lds_length,101,101,True,block_03,0.36236431711656086
no_direct_relation,anti_fixed_points,lds_length,101,101,True,block_04,0.09972342348206957
no_direct_relation,anti_fixed_points,lds_length,101,101,True,final_norm,0.07025119487153586
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,embedding,0.6068678658796448
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,block_01,0.24238542293012014
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,block_02,0.20327001140315082
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,block_03,0.2338933704496359
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,block_04,0.060880903899632424
no_direct_relation,anti_fixed_points,longest_increasing_run,17,17,True,final_norm,0.0726577991460845
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,embedding,0.600781341842745
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,block_01,0.3911683103116114
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,block_02,0.25875880988048244
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,block_03,0.20589772376379725
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,block_04,0.11162274559639147
no_direct_relation,anti_fixed_points,longest_increasing_run,17,42,False,final_norm,0.10912227150639438
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,embedding,0.6540538723777404
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,block_01,0.35359730108207366
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,block_02,0.2607928557853031
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,block_03,0.285046956920974
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,block_04,0.10759673361434169
no_direct_relation,anti_fixed_points,longest_increasing_run,17,101,False,final_norm,0.09561676327194336
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,embedding,0.6212602814791175
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,block_01,0.2939588207313042
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,block_02,0.24825415074461976
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,block_03,0.16658344883560383
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,block_04,0.03349522275528738
no_direct_relation,anti_fixed_points,longest_increasing_run,42,17,False,final_norm,0.04118111716589434
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,embedding,0.6483300055686418
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,block_01,0.4217162431929947
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,block_02,0.30065938655875296
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,block_03,0.14493995790353043
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,block_04,0.0620937054311324
no_direct_relation,anti_fixed_points,longest_increasing_run,42,42,True,final_norm,0.06492159743626935
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,embedding,0.6623025164020697
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,block_01,0.4163973880586064
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,block_02,0.31003945713293707
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,block_03,0.21288608874253012
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,block_04,0.0623616328735522
no_direct_relation,anti_fixed_points,longest_increasing_run,42,101,False,final_norm,0.05585920405675084
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,embedding,0.6525044793639089
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,block_01,0.221108182184951
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,block_02,0.31724198822438726
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,block_03,0.2657171078072209
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,block_04,0.06653424654282586
no_direct_relation,anti_fixed_points,longest_increasing_run,101,17,False,final_norm,0.057495890869757246
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,embedding,0.6415024394517393
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,block_01,0.3743933133330904
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,block_02,0.43887222173509405
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,block_03,0.23810063194850775
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,block_04,0.10957511165757923
no_direct_relation,anti_fixed_points,longest_increasing_run,101,42,False,final_norm,0.08470923635680644
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,embedding,0.6957636489879706
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,block_01,0.33501245680696534
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,block_02,0.43294691052400247
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,block_03,0.31040064777473775
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,block_04,0.10232142932415278
no_direct_relation,anti_fixed_points,longest_increasing_run,101,101,True,final_norm,0.07618434074704085
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,embedding,0.6352578430352686
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,block_01,0.3691760863748623
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,block_02,0.2457844128107102
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,block_03,0.2205043809414569
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,block_04,0.0701694730471851
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,17,True,final_norm,0.08283920786749306
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,embedding,0.5949334978966603
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,block_01,0.3367425862552731
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,block_02,0.2557630772875862
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,block_03,0.2575474416999826
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,block_04,0.08016013137809609
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,42,False,final_norm,0.09435699828625475
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,embedding,0.6202924138372363
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,block_01,0.33744861865657194
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,block_02,0.25549183532048486
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,block_03,0.2688424056776343
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,block_04,0.08231128983996784
no_direct_relation,anti_fixed_points,longest_decreasing_run,17,101,False,final_norm,0.08115374374934758
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,embedding,0.6191632520731146
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,block_01,0.3023021794017804
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,block_02,0.2458875986187308
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,block_03,0.14317080455952802
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,block_04,0.03641224672650195
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,17,False,final_norm,0.042893565716962144
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,embedding,0.6270496135882979
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,block_01,0.34796815007936416
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,block_02,0.28124221719962367
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,block_03,0.169355534898365
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,block_04,0.041335064317951226
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,42,True,final_norm,0.048209152829634644
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,101,False,embedding,0.6335055256275722
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,101,False,block_01,0.3793860712551442
no_direct_relation,anti_fixed_points,longest_decreasing_run,42,101,False,block_02,0.2651389147047846
